 ---------------------------------------------------------------
Surface and Strip forces by surface

 Surface forces referred to Sref,Cref,Bref about Xmom,Ymom,Zmom
 Standard axis orientation,  X fwd, Z down         

  Surface # 1     main_wing_1                             
     # chordwise = 10   # spanwise =100     First strip =  1
     Surface area =  17.880           ave. chord =  2.7158    
     CLsurf  =   0.097731     Clsurf  =  -0.011063
     CYsurf  =  -0.000120     Cmsurf  =  -0.055889
     CDsurf  =   0.002949     Cnsurf  =  -0.000287
     CDisurf =   0.000881     CDvsurf =   0.000000

  Forces referred to Ssurf, Cave about hinge axis thru LE
     cl_surf =   0.357538     cd_surf =   0.010788

 Strip Forces referred to strip area, chord
    j    xLE         yLE         zLE         Chord       Area        Dihedral   c cl        ai_ff       cl           clj         cd          cdv         cm_c/4     c.p.x/c      Dcj
   570   10.57      -2.792       1.123      0.8982      0.4716E-01   0.000      0.4667E-01  0.1414      0.5202E-01   0.000      0.2341E-03   0.000      0.5812E-02  0.1383       0.000    
   571   10.64      -2.844       1.123      0.6801      0.3563E-01   0.000      0.3946E-01  0.1266      0.5811E-01   0.000     -0.1308E-03   0.000      0.6152E-02  0.1441       0.000    
   572   10.79      -2.897       1.123      0.2889      0.1514E-01   0.000      0.2837E-01  0.1349      0.9843E-01   0.000     -0.1878E-02   0.000      0.5986E-02  0.1892       0.000    

 Surface forces referred to Sref,Cref,Bref about Xmom,Ymom,Zmom
 Standard axis orientation,  X fwd, Z down         

  Surface #12     nacelle_vertical                        
     # chordwise =  6   # spanwise = 11     First strip =573
     Surface area = 0.43390           ave. chord = 0.82773    
     CLsurf  =  -0.000000     Clsurf  =   0.000000
     CYsurf  =  -0.000036     Cmsurf  =  -0.000000
     CDsurf  =  -0.000000     Cnsurf  =  -0.000001
     CDisurf =  -0.000000     CDvsurf =   0.000000

  Forces referred to Ssurf, Cave about hinge axis thru LE
     cl_surf =  -0.000015     cd_surf =  -0.000023

 Strip Forces referred to strip area, chord
    j    xLE         yLE         zLE         Chord       Area        Dihedral   c cl        ai_ff       cl           clj         cd          cdv         cm_c/4     c.p.x/c      Dcj
   573   10.79       2.661      0.8870      0.2889      0.1514E-01   90.00      0.2544E-02  0.3563E-02  0.8803E-02   0.000     -0.1194E-03   0.000      0.3879E-02 -0.1906       0.000    
   574   10.64       2.661      0.9394      0.6800      0.3563E-01   90.00      0.4998E-02  0.5010E-02  0.7349E-02   0.000     -0.4689E-04   0.000      0.1774E-02  0.8597E-02   0.000    
   575   10.57       2.661      0.9918      0.8982      0.4707E-01   90.00      0.6781E-02  0.6984E-02  0.7549E-02   0.000     -0.3999E-04   0.000      0.1608E-02  0.3694E-01   0.000    
   576   10.52       2.661       1.044       1.069      0.5614E-01   90.00      0.8957E-02  0.2017E-01  0.8377E-02   0.000     -0.3708E-04   0.000      0.1670E-02  0.5070E-01   0.000    
   577   10.49       2.661       1.084       1.174      0.3075E-01   90.00      0.9032E-02  0.3176E-01  0.7695E-02   0.000     -0.1406E-04   0.000      0.1470E-02  0.5894E-01   0.000    
   578   10.48       2.661       1.110       1.230      0.3223E-01   90.00      0.6298E-02  0.8229E-02  0.5120E-02   0.000     -0.7883E-05   0.000      0.1020E-02  0.5084E-01   0.000    
   579   10.49       2.661       1.149       1.202      0.6298E-01   90.00      0.2365E-02 -0.1274E-01  0.1968E-02   0.000     -0.3500E-05   0.000      0.1351E-03  0.1814       0.000    
   580   10.52       2.661       1.202       1.069      0.5603E-01   90.00      0.1533E-02 -0.1098E-01  0.1434E-02   0.000     -0.2302E-05   0.000      0.1506E-03  0.1450       0.000    
   581   10.57       2.661       1.254      0.8982      0.4716E-01   90.00      0.3300E-02  0.1770E-02  0.3674E-02   0.000     -0.7784E-05   0.000      0.1348E-03  0.2133       0.000    
   582   10.64       2.661       1.306      0.6801      0.3563E-01   90.00      0.3681E-02  0.3094E-02  0.5413E-02   0.000     -0.1495E-04   0.000     -0.5376E-04  0.2599       0.000    
   583   10.79       2.661       1.359      0.2889      0.1514E-01   90.00      0.3272E-02  0.1039E-02  0.1133E-01   0.000     -0.3789E-04   0.000     -0.1647E-02  0.3955       0.000    

 Surface forces referred to Sref,Cref,Bref about Xmom,Ymom,Zmom
 Standard axis orientation,  X fwd, Z down         

  Surface #13     nacelle_vertical (YDUP)                 
     # chordwise =  6   # spanwise = 11     First strip =584
     Surface area = 0.43390           ave. chord = 0.82773    
     CLsurf  =  -0.000000     Clsurf  =  -0.000000
     CYsurf  =   0.000023     Cmsurf  =  -0.000000
     CDsurf  =  -0.000000     Cnsurf  =   0.000001
     CDisurf =  -0.000000     CDvsurf =   0.000000

  Forces referred to Ssurf, Cave about hinge axis thru LE
     cl_surf =  -0.000011     cd_surf =  -0.000016

 Strip Forces referred to strip area, chord
    j    xLE         yLE         zLE         Chord       Area        Dihedral   c cl        ai_ff       cl           clj         cd          cdv         cm_c/4     c.p.x/c      Dcj
   584   10.79      -2.661      0.8870      0.2889      0.1514E-01  -90.00      0.1809E-02  0.7131E-02  0.6260E-02   0.000     -0.7444E-04   0.000      0.2902E-02 -0.2135       0.000    
   585   10.64      -2.661      0.9394      0.6800      0.3563E-01  -90.00      0.3362E-02  0.5829E-02  0.4943E-02   0.000     -0.3004E-04   0.000      0.1268E-02 -0.6541E-02   0.000    
   586   10.57      -2.661      0.9918      0.8982      0.4707E-01  -90.00      0.4661E-02  0.9825E-02  0.5190E-02   0.000     -0.2851E-04   0.000      0.1157E-02  0.2708E-01   0.000    
   587   10.52      -2.661       1.044       1.069      0.5614E-01  -90.00      0.6519E-02  0.3777E-01  0.6097E-02   0.000     -0.2967E-04   0.000      0.1255E-02  0.4414E-01   0.000    
   588   10.49      -2.661       1.084       1.174      0.3075E-01  -90.00      0.6385E-02  0.6571E-01  0.5440E-02   0.000     -0.1363E-04   0.000      0.1066E-02  0.5397E-01   0.000    
   589   10.48      -2.661       1.110       1.230      0.3223E-01  -90.00      0.3738E-02  0.6035E-01  0.3039E-02   0.000     -0.6342E-05   0.000      0.6289E-03  0.4302E-01   0.000    
   590   10.49      -2.661       1.149       1.202      0.6298E-01  -90.00      0.3978E-04 -0.5117E-01  0.3310E-04   0.000     -0.5626E-06   0.000      0.5889E-04  -1.529       0.000    
   591   10.52      -2.661       1.202       1.069      0.5603E-01  -90.00     -0.1796E-05 -0.2164E-01 -0.1680E-05   0.000     -0.6281E-06   0.000      0.1114E-03   66.56       0.000    
   592   10.57      -2.661       1.254      0.8982      0.4716E-01  -90.00      0.2077E-02  0.5584E-02  0.2312E-02   0.000     -0.5186E-05   0.000      0.1513E-03  0.1846       0.000    
   593   10.64      -2.661       1.306      0.6801      0.3563E-01  -90.00      0.2559E-02  0.6856E-02  0.3763E-02   0.000     -0.1046E-04   0.000      0.4287E-04  0.2386       0.000    
   594   10.79      -2.661       1.359      0.2889      0.1514E-01  -90.00      0.2428E-02  0.5158E-02  0.8403E-02   0.000     -0.2449E-04   0.000     -0.1113E-02  0.3824       0.000    

 Surface forces referred to Sref,Cref,Bref about Xmom,Ymom,Zmom
 Standard axis orientation,  X fwd, Z down         

  Surface #14     nacelle_2_horizontal                    
     # chordwise =  6   # spanwise = 11     First strip =595
     Surface area = 0.43387           ave. chord = 0.82769    
     CLsurf  =   0.000464     Clsurf  =  -0.000174
     CYsurf  =  -0.000000     Cmsurf  =   0.000145
     CDsurf  =   0.000006     Cnsurf  =  -0.000007
     CDisurf =   0.000006     CDvsurf =   0.000000

  Forces referred to Ssurf, Cave about hinge axis thru LE
     cl_surf =   0.070000     cd_surf =   0.000879

 Strip Forces referred to strip area, chord
    j    xLE         yLE         zLE         Chord       Area        Dihedral   c cl        ai_ff       cl           clj         cd          cdv         cm_c/4     c.p.x/c      Dcj
   595   11.11       10.27       1.123      0.2889      0.1514E-01   0.000      0.3474E-01  0.8314E-01  0.1205       0.000     -0.2649E-02   0.000      0.5669E-02  0.2030       0.000    
   596   10.97       10.32       1.123      0.6800      0.3570E-01   0.000      0.5151E-01  0.9259E-01  0.7583E-01   0.000      0.1593E-03   0.000      0.6917E-02  0.1588       0.000    
   597   10.89       10.38       1.123      0.8982      0.4707E-01   0.000      0.6172E-01  0.9506E-01  0.6876E-01   0.000      0.7609E-03   0.000      0.6911E-02  0.1495       0.000    
   598   10.84       10.43       1.123       1.069      0.5603E-01   0.000      0.6805E-01  0.9888E-01  0.6366E-01   0.000      0.1305E-02   0.000      0.6650E-02  0.1455       0.000    
   599   10.81       10.48       1.123       1.202      0.6298E-01   0.000      0.7144E-01  0.1123      0.5943E-01   0.000      0.1729E-02   0.000      0.6397E-02  0.1424       0.000    
   600   10.80       10.52       1.123       1.230      0.3223E-01   0.000      0.7183E-01  0.6738E-01  0.5837E-01   0.000      0.1957E-02   0.000      0.6295E-02  0.1422       0.000    
   601   10.81       10.55       1.123       1.174      0.3075E-01   0.000      0.7119E-01  0.8525E-01  0.6064E-01   0.000      0.1964E-02   0.000      0.6450E-02  0.1436       0.000    
   602   10.84       10.58       1.123       1.069      0.5614E-01   0.000      0.6919E-01  0.9201E-01  0.6472E-01   0.000      0.1353E-02   0.000      0.6716E-02  0.1462       0.000    
   603   10.89       10.64       1.123      0.8982      0.4707E-01   0.000      0.6304E-01  0.9355E-01  0.7024E-01   0.000      0.7827E-03   0.000      0.6995E-02  0.1504       0.000    
   604   10.97       10.69       1.123      0.6801      0.3563E-01   0.000      0.5253E-01  0.9189E-01  0.7734E-01   0.000      0.1344E-03   0.000      0.6988E-02  0.1596       0.000    
   605   11.11       10.74       1.123      0.2889      0.1514E-01   0.000      0.3525E-01  0.8218E-01  0.1223       0.000     -0.2848E-02   0.000      0.5685E-02  0.2035       0.000    

 Surface forces referred to Sref,Cref,Bref about Xmom,Ymom,Zmom
 Standard axis orientation,  X fwd, Z down         

  Surface #15     nacelle_2_vertical                      
     # chordwise =  6   # spanwise = 11     First strip =606
     Surface area = 0.43390           ave. chord = 0.82773    
     CLsurf  =   0.000000     Clsurf  =  -0.000000
     CYsurf  =   0.000018     Cmsurf  =   0.000000
     CDsurf  =  -0.000000     Cnsurf  =   0.000000
     CDisurf =  -0.000000     CDvsurf =   0.000000

  Forces referred to Ssurf, Cave about hinge axis thru LE
     cl_surf =   0.000003     cd_surf =  -0.000003

 Strip Forces referred to strip area, chord
    j    xLE         yLE         zLE         Chord       Area        Dihedral   c cl        ai_ff       cl           clj         cd          cdv         cm_c/4     c.p.x/c      Dcj
   606   11.11       10.51      0.8870      0.2889      0.1514E-01   90.00     -0.2646E-03  0.1614E-01 -0.9156E-03   0.000     -0.1016E-05   0.000     -0.3455E-03 -0.1273       0.000    
   607   10.97       10.51      0.9394      0.6800      0.3563E-01   90.00     -0.3717E-03  0.1580E-01 -0.5466E-03   0.000     -0.4591E-07   0.000      0.3032E-04  0.3055       0.000    
   608   10.89       10.51      0.9918      0.8982      0.4707E-01   90.00     -0.5836E-05  0.1717E-01 -0.6498E-05   0.000     -0.1552E-06   0.000      0.2220E-03   34.41       0.000    
   609   10.84       10.51       1.044       1.069      0.5614E-01   90.00      0.1216E-02  0.2918E-01  0.1137E-02   0.000     -0.1404E-05   0.000      0.4966E-03 -0.1868       0.000    
   610   10.81       10.51       1.084       1.174      0.3075E-01   90.00      0.9126E-03  0.4048E-01  0.7776E-03   0.000      0.3175E-06   0.000      0.4522E-03 -0.3315       0.000    
   611   10.80       10.51       1.110       1.230      0.3223E-01   90.00     -0.1733E-02  0.2116E-01 -0.1409E-02   0.000     -0.3790E-06   0.000      0.6275E-04  0.2945       0.000    
   612   10.81       10.51       1.149       1.202      0.6298E-01   90.00     -0.6642E-02 -0.2353E-02 -0.5526E-02   0.000     -0.2290E-05   0.000      0.1224E-03  0.2721       0.000    
   613   10.84       10.51       1.202       1.069      0.5603E-01   90.00     -0.6968E-02  0.1858E-02 -0.6517E-02   0.000     -0.7298E-05   0.000      0.1801E-03  0.2776       0.000    
   614   10.89       10.51       1.254      0.8982      0.4716E-01   90.00     -0.4425E-02  0.1506E-01 -0.4927E-02   0.000     -0.5165E-05   0.000      0.2514E-03  0.3010       0.000    
   615   10.97       10.51       1.306      0.6801      0.3563E-01   90.00     -0.2814E-02  0.1809E-01 -0.4137E-02   0.000     -0.3923E-05   0.000      0.3135E-03  0.3258       0.000    
   616   11.11       10.51       1.359      0.2889      0.1514E-01   90.00     -0.1631E-02  0.2617E-01 -0.5643E-02   0.000     -0.6791E-05   0.000      0.9681E-03  0.4216       0.000    

 Surface forces referred to Sref,Cref,Bref about Xmom,Ymom,Zmom
 Standard axis orientation,  X fwd, Z down         

  Surface #16     nacelle_3_horizontal                    
     # chordwise =  6   # spanwise = 11     First strip =617
     Surface area = 0.43390           ave. chord = 0.82773    
     CLsurf  =   0.000329     Clsurf  =   0.000031
     CYsurf  =   0.000000     Cmsurf  =   0.000147
     CDsurf  =   0.000002     Cnsurf  =   0.000001
     CDisurf =   0.000002     CDvsurf =   0.000000

  Forces referred to Ssurf, Cave about hinge axis thru LE
     cl_surf =   0.049537     cd_surf =   0.000342

 Strip Forces referred to strip area, chord
    j    xLE         yLE         zLE         Chord       Area        Dihedral   c cl        ai_ff       cl           clj         cd          cdv         cm_c/4     c.p.x/c      Dcj
   617   10.79      -2.897       1.123      0.2889      0.1514E-01   0.000      0.2837E-01  0.1349      0.9843E-01   0.000     -0.1878E-02   0.000      0.5986E-02  0.1892       0.000    
   618   10.64      -2.844       1.123      0.6800      0.3563E-01   0.000      0.3946E-01  0.1266      0.5811E-01   0.000     -0.1308E-03   0.000      0.6152E-02  0.1441       0.000    
   619   10.57      -2.792       1.123      0.8982      0.4716E-01   0.000      0.4667E-01  0.1414      0.5202E-01   0.000      0.2341E-03   0.000      0.5812E-02  0.1383       0.000    
   620   10.52      -2.739       1.123       1.069      0.5603E-01   0.000      0.4822E-01  0.1233      0.4512E-01   0.000      0.7046E-03   0.000      0.5080E-02  0.1374       0.000    
   621   10.49      -2.700       1.123       1.174      0.3075E-01   0.000      0.4410E-01  0.1446E-01  0.3757E-01   0.000      0.9412E-03   0.000      0.4249E-02  0.1369       0.000    
   622   10.48      -2.674       1.123       1.230      0.3223E-01   0.000      0.4392E-01 -0.2676E-01  0.3571E-01   0.000      0.8594E-03   0.000      0.4090E-02  0.1355       0.000    
   623   10.49      -2.635       1.123       1.202      0.6298E-01   0.000      0.4782E-01  0.1498      0.3980E-01   0.000      0.8625E-03   0.000      0.4608E-02  0.1342       0.000    
   624   10.52      -2.582       1.123       1.069      0.5614E-01   0.000      0.4767E-01  0.1401      0.4461E-01   0.000      0.6258E-03   0.000      0.5091E-02  0.1359       0.000    
   625   10.57      -2.530       1.123      0.8982      0.4707E-01   0.000      0.4308E-01  0.1160      0.4801E-01   0.000      0.2900E-03   0.000      0.5440E-02  0.1367       0.000    
   626   10.64      -2.477       1.123      0.6801      0.3563E-01   0.000      0.3728E-01  0.1238      0.5489E-01   0.000     -0.6465E-04   0.000      0.5839E-02  0.1436       0.000    
   627   10.79      -2.425       1.123      0.2889      0.1514E-01   0.000      0.2702E-01  0.1362      0.9374E-01   0.000     -0.1747E-02   0.000      0.5500E-02  0.1913       0.000    

 Surface forces referred to Sref,Cref,Bref about Xmom,Ymom,Zmom
 Standard axis orientation,  X fwd, Z down         

  Surface #17     nacelle_3_vertical                      
     # chordwise =  6   # spanwise = 11     First strip =628
     Surface area = 0.43390           ave. chord = 0.82773    
     CLsurf  =  -0.000000     Clsurf  =  -0.000000
     CYsurf  =   0.000023     Cmsurf  =  -0.000000
     CDsurf  =  -0.000000     Cnsurf  =   0.000001
     CDisurf =  -0.000000     CDvsurf =   0.000000

  Forces referred to Ssurf, Cave about hinge axis thru LE
     cl_surf =  -0.000011     cd_surf =  -0.000016

 Strip Forces referred to strip area, chord
    j    xLE         yLE         zLE         Chord       Area        Dihedral   c cl        ai_ff       cl           clj         cd          cdv         cm_c/4     c.p.x/c      Dcj
   628   10.79      -2.661      0.8870      0.2889      0.1514E-01   90.00     -0.1809E-02 -0.7131E-02 -0.6260E-02   0.000     -0.7444E-04   0.000     -0.2902E-02 -0.2135       0.000    
   629   10.64      -2.661      0.9394      0.6800      0.3563E-01   90.00     -0.3362E-02 -0.5829E-02 -0.4943E-02   0.000     -0.3004E-04   0.000     -0.1268E-02 -0.6541E-02   0.000    
   630   10.57      -2.661      0.9918      0.8982      0.4707E-01   90.00     -0.4661E-02 -0.9825E-02 -0.5190E-02   0.000     -0.2851E-04   0.000     -0.1157E-02  0.2708E-01   0.000    
   631   10.52      -2.661       1.044       1.069      0.5614E-01   90.00     -0.6519E-02 -0.3777E-01 -0.6097E-02   0.000     -0.2967E-04   0.000     -0.1255E-02  0.4414E-01   0.000    
   632   10.49      -2.661       1.084       1.174      0.3075E-01   90.00     -0.6385E-02 -0.6571E-01 -0.5440E-02   0.000     -0.1363E-04   0.000     -0.1066E-02  0.5397E-01   0.000    
   633   10.48      -2.661       1.110       1.230      0.3223E-01   90.00     -0.3738E-02 -0.6035E-01 -0.3039E-02   0.000     -0.6342E-05   0.000     -0.6289E-03  0.4302E-01   0.000    
   634   10.49      -2.661       1.149       1.202      0.6298E-01   90.00     -0.3978E-04  0.5117E-01 -0.3310E-04   0.000     -0.5626E-06   0.000     -0.5889E-04  -1.529       0.000    
   635   10.52      -2.661       1.202       1.069      0.5603E-01   90.00      0.1796E-05  0.2164E-01  0.1680E-05   0.000     -0.6281E-06   0.000     -0.1114E-03   66.56       0.000    
   636   10.57      -2.661       1.254      0.8982      0.4716E-01   90.00     -0.2077E-02 -0.5584E-02 -0.2312E-02   0.000     -0.5186E-05   0.000     -0.1513E-03  0.1846       0.000    
   637   10.64      -2.661       1.306      0.6801      0.3563E-01   90.00     -0.2559E-02 -0.6856E-02 -0.3763E-02   0.000     -0.1046E-04   0.000     -0.4287E-04  0.2386       0.000    
   638   10.79      -2.661       1.359      0.2889      0.1514E-01   90.00     -0.2428E-02 -0.5158E-02 -0.8403E-02   0.000     -0.2449E-04   0.000      0.1113E-02  0.3824       0.000    

 Surface forces referred to Sref,Cref,Bref about Xmom,Ymom,Zmom
 Standard axis orientation,  X fwd, Z down         

  Surface #18     nacelle_4_horizontal                    
     # chordwise =  6   # spanwise = 11     First strip =639
     Surface area = 0.43387           ave. chord = 0.82769    
     CLsurf  =   0.000464     Clsurf  =   0.000174
     CYsurf  =  -0.000001     Cmsurf  =   0.000145
     CDsurf  =   0.000006     Cnsurf  =   0.000007
     CDisurf =   0.000006     CDvsurf =   0.000000

  Forces referred to Ssurf, Cave about hinge axis thru LE
     cl_surf =   0.069959     cd_surf =   0.000878

 Strip Forces referred to strip area, chord
    j    xLE         yLE         zLE         Chord       Area        Dihedral   c cl        ai_ff       cl           clj         cd          cdv         cm_c/4     c.p.x/c      Dcj
   639   11.11      -10.74       1.123      0.2889      0.1514E-01   0.000      0.3446E-01  0.8291E-01  0.1196       0.000     -0.2662E-02   0.000      0.5631E-02  0.2029       0.000    
   640   10.97      -10.69       1.123      0.6801      0.3563E-01   0.000      0.5119E-01  0.9233E-01  0.7537E-01   0.000      0.1506E-03   0.000      0.6931E-02  0.1580       0.000    
   641   10.89      -10.64       1.123      0.8982      0.4707E-01   0.000      0.6136E-01  0.9478E-01  0.6837E-01   0.000      0.7586E-03   0.000      0.6933E-02  0.1486       0.000    
   642   10.84      -10.58       1.123       1.069      0.5614E-01   0.000      0.6766E-01  0.9829E-01  0.6329E-01   0.000      0.1299E-02   0.000      0.6675E-02  0.1445       0.000    
   643   10.81      -10.53       1.123       1.202      0.6298E-01   0.000      0.7115E-01  0.1124      0.5919E-01   0.000      0.1722E-02   0.000      0.6417E-02  0.1416       0.000    
   644   10.80      -10.49       1.123       1.230      0.3223E-01   0.000      0.7186E-01  0.6609E-01  0.5839E-01   0.000      0.1957E-02   0.000      0.6292E-02  0.1422       0.000    
   645   10.81      -10.47       1.123       1.174      0.3075E-01   0.000      0.7141E-01  0.8595E-01  0.6082E-01   0.000      0.1970E-02   0.000      0.6433E-02  0.1442       0.000    
   646   10.84      -10.43       1.123       1.069      0.5603E-01   0.000      0.6950E-01  0.9261E-01  0.6502E-01   0.000      0.1356E-02   0.000      0.6697E-02  0.1470       0.000    
   647   10.89      -10.38       1.123      0.8982      0.4707E-01   0.000      0.6334E-01  0.9384E-01  0.7058E-01   0.000      0.7831E-03   0.000      0.6978E-02  0.1511       0.000    
   648   10.97      -10.32       1.123      0.6801      0.3570E-01   0.000      0.5281E-01  0.9217E-01  0.7775E-01   0.000      0.1418E-03   0.000      0.6978E-02  0.1602       0.000    
   649   11.11      -10.27       1.123      0.2889      0.1514E-01   0.000      0.3552E-01  0.8244E-01  0.1232       0.000     -0.2832E-02   0.000      0.5727E-02  0.2035       0.000    

 Surface forces referred to Sref,Cref,Bref about Xmom,Ymom,Zmom
 Standard axis orientation,  X fwd, Z down         

  Surface #19     nacelle_4_vertical                      
     # chordwise =  6   # spanwise = 11     First strip =650
     Surface area = 0.43390           ave. chord = 0.82773    
     CLsurf  =  -0.000000     Clsurf  =   0.000000
     CYsurf  =  -0.000003     Cmsurf  =  -0.000000
     CDsurf  =  -0.000000     Cnsurf  =  -0.000000
     CDisurf =  -0.000000     CDvsurf =   0.000000

  Forces referred to Ssurf, Cave about hinge axis thru LE
     cl_surf =  -0.000002     cd_surf =  -0.000003

 Strip Forces referred to strip area, chord
    j    xLE         yLE         zLE         Chord       Area        Dihedral   c cl        ai_ff       cl           clj         cd          cdv         cm_c/4     c.p.x/c      Dcj
   650   11.11      -10.51      0.8870      0.2889      0.1514E-01   90.00      0.8552E-03 -0.1639E-01  0.2960E-02   0.000     -0.1148E-04   0.000      0.1206E-02 -0.1575       0.000    
   651   10.97      -10.51      0.9394      0.6800      0.3563E-01   90.00      0.1913E-02 -0.1531E-01  0.2813E-02   0.000     -0.4294E-05   0.000      0.4805E-03  0.7915E-01   0.000    
   652   10.89      -10.51      0.9918      0.8982      0.4707E-01   90.00      0.2958E-02 -0.1334E-01  0.3293E-02   0.000     -0.4567E-05   0.000      0.4480E-03  0.1140       0.000    
   653   10.84      -10.51       1.044       1.069      0.5614E-01   90.00      0.4609E-02 -0.1017E-02  0.4311E-02   0.000     -0.5973E-05   0.000      0.5773E-03  0.1161       0.000    
   654   10.81      -10.51       1.084       1.174      0.3075E-01   90.00      0.4481E-02  0.9992E-02  0.3818E-02   0.000     -0.5971E-06   0.000      0.4478E-03  0.1327       0.000    
   655   10.80      -10.51       1.110       1.230      0.3223E-01   90.00      0.1837E-02 -0.1058E-01  0.1494E-02   0.000     -0.1692E-06   0.000      0.3237E-04  0.2283       0.000    
   656   10.81      -10.51       1.149       1.202      0.6298E-01   90.00     -0.2817E-02 -0.3119E-01 -0.2344E-02   0.000     -0.4096E-06   0.000     -0.2451E-03  0.1454       0.000    
   657   10.84      -10.51       1.202       1.069      0.5603E-01   90.00     -0.3678E-02 -0.2947E-01 -0.3440E-02   0.000     -0.3083E-05   0.000     -0.1623E-03  0.2028       0.000    
   658   10.89      -10.51       1.254      0.8982      0.4716E-01   90.00     -0.1865E-02 -0.1788E-01 -0.2076E-02   0.000     -0.1349E-05   0.000     -0.4372E-04  0.2289       0.000    
   659   10.97      -10.51       1.306      0.6801      0.3563E-01   90.00     -0.1043E-02 -0.1676E-01 -0.1534E-02   0.000     -0.6378E-06   0.000      0.4340E-04  0.2783       0.000    
   660   11.11      -10.51       1.359      0.2889      0.1514E-01   90.00     -0.6261E-03 -0.2127E-01 -0.2167E-02   0.000     -0.1050E-05   0.000      0.3560E-03  0.4143       0.000    
